od,tpep_pickup_datetime,PULocationID,DOLocationID,Ex
0,1,237,75,1
1,28,137,263,22
3,28,170,151,22
5,55,164,90,43
6,55,142,230,43
8,83,107,161,64
14,83,170,236,64
16,83,161,263,64
20,109,236,75,84
21,109,142,43,84
26,109,48,233,84
29,109,161,143,84
33,136,237,151,105
39,136,24,75,105
40,136,233,224,105
46,136,164,262,105
54,163,233,239,126
57,163,161,236,126
60,163,100,161,126
63,163,233,229,126
73,163,230,141,126
81,163,233,140,126
88,191,48,229,147
89,191,164,90,147
94,191,100,48,147
105,191,170,237,147
111,191,237,161,147
114,191,68,236,147
125,191,230,236,147
131,218,233,246,168
133,218,239,263,168
141,218,234,230,168
142,218,237,75,168
143,218,48,239,168
155,245,140,236,189
167,245,238,151,189
171,245,68,246,189
174,245,162,43,189
179,245,43,237,189
188,245,162,239,189
192,271,237,236,209
193,271,161,246,209
197,271,162,263,209
208,271,239,143,209
210,271,170,24,209
217,271,234,230,209
225,271,161,239,209
243,299,162,234,230
245,299,48,142,230
247,299,50,48,230
248,299,140,90,230
253,299,141,75,230
269,299,107,142,230
276,326,142,161,251
285,326,230,68,251
286,326,141,48,251
287,326,100,107,251
295,326,234,48,251
296,326,230,233,251
306,326,233,229,251
323,353,141,229,272
325,353,161,186,272
331,353,234,164,272
354,353,68,142,272
358,353,162,141,272
360,353,68,162,272
366,380,234,68,293
370,380,107,140,293
377,380,68,186,293
382,380,50,68,293
390,380,239,48,293
391,380,48,142,293
403,380,233,141,293
413,408,186,68,314
423,408,162,238,314
428,408,164,238,314
429,408,186,50,314
432,408,186,90,314
440,434,237,141,334
441,434,230,164,334
462,434,236,151,334
472,434,234,237,334
473,434,143,233,334
482,434,161,237,334
484,434,230,142,334
492,461,161,141,355
494,461,162,137,355
502,461,162,233,355
507,461,229,233,355
509,461,162,263,355
515,461,48,230,355
521,488,48,234,376
529,488,229,170,376
531,488,164,229,376
536,488,137,50,376
546,516,230,43,397
549,516,100,229,397
550,516,162,137,397
555,516,161,262,397
561,516,236,237,397
564,543,234,161,418
568,543,48,143,418
569,543,229,141,418
574,543,239,141,418
577,543,230,238,418
601,570,186,107,439
603,570,246,151,439
608,570,100,238,439
620,570,164,90,439
625,570,50,246,439
627,570,233,246,439
630,570,75,141,439
638,596,107,233,459
639,596,170,229,459
654,596,107,48,459
657,596,234,263,459
665,596,234,142,459
668,596,246,239,459
669,624,161,262,480
670,624,229,162,480
673,624,236,68,480
688,624,48,239,480
693,624,170,141,480
700,624,68,164,480
704,651,170,48,501
722,651,170,141,501
723,651,234,164,501
728,651,236,262,501
735,651,162,170,501
736,651,161,48,501
740,678,237,68,522
742,678,229,164,522
746,678,143,236,522
755,678,230,224,522
759,678,161,236,522
767,678,48,143,522
781,705,246,142,543
792,705,48,234,543
797,705,186,246,543
798,705,162,107,543
799,705,100,164,543
805,731,161,233,563
815,731,170,230,563
820,731,246,48,563
823,731,237,162,563
827,731,234,48,563
830,759,162,48,584
831,759,90,48,584
833,759,24,151,584
836,759,186,239,584
844,759,170,161,584
845,759,246,161,584
868,786,162,263,605
872,786,107,170,605
877,786,170,230,605
880,786,164,48,605
881,786,161,237,605
892,786,68,137,605
900,813,162,48,626
904,813,234,230,626
905,813,24,230,626
915,813,238,75,626
921,813,186,137,626
929,841,68,142,647
931,841,161,50,647
936,841,75,237,647
940,841,100,233,647
947,841,238,262,647
950,868,68,90,668
951,868,230,141,668
960,868,230,100,668
962,868,100,170,668
973,868,48,90,668
975,868,137,263,668
988,895,48,141,689
995,895,233,229,689
998,895,161,263,689
1004,895,143,48,689
1008,895,161,186,689
1016,895,237,140,689
1026,921,186,164,709
1034,921,161,137,709
1035,921,230,68,709
1038,921,237,43,709
1048,921,161,50,709
1050,921,48,234,709
1062,949,141,234,730
1074,949,237,236,730
1075,949,140,137,730
1080,949,90,186,730
1081,949,162,48,730
1082,949,230,186,730
1089,976,233,170,751
1093,976,230,233,751
1103,976,162,170,751
1113,976,263,142,751
1115,976,162,233,751
1117,976,234,75,751
1121,1003,90,48,772
1125,1003,100,68,772
1127,1003,162,164,772
1130,1003,238,263,772
1141,1003,68,90,772
1148,1030,48,75,793
1152,1030,100,107,793
1156,1030,137,141,793
1157,1030,100,229,793
1165,1030,164,68,793
1178,1058,140,141,814
1180,1058,229,170,814
1185,1058,107,229,814
1188,1058,239,24,814
1196,1058,170,137,814
1212,1084,161,229,834
1217,1084,162,43,834
1218,1084,48,68,834
1226,1084,48,68,834
1231,1084,230,137,834
1237,1111,100,48,855
1240,1111,263,186,855
1250,1111,107,234,855
1252,1111,246,140,855
1266,1111,170,162,855
1267,1111,161,48,855
1273,1138,161,50,876
1279,1138,233,161,876
1285,1138,230,48,876
1288,1138,229,234,876
1291,1138,230,90,876
1299,1166,229,107,897
1304,1166,186,239,897
1306,1166,161,68,897
1308,1166,162,263,897
1316,1166,100,90,897
1326,1193,142,143,918
1331,1193,43,234,918
1334,1193,107,164,918
1337,1193,170,246,918
1344,1193,186,230,918
1350,1220,100,186,939
1352,1220,229,75,939
1356,1220,262,75,939
1364,1220,229,170,939
1370,1220,48,68,939
1377,1246,162,142,959
1380,1246,140,141,959
1382,1246,100,107,959
1386,1246,246,230,959
1394,1246,107,234,959
1405,1274,234,229,980
1415,1274,161,262,980
1419,1274,237,164,980
1420,1274,100,137,980
1428,1301,161,164,1001
1432,1301,237,236,1001
1442,1301,161,229,1001
1444,1301,246,164,1001
1446,1301,48,162,1001
1453,1328,230,48,1022
1469,1328,50,100,1022
1472,1328,48,186,1022
1473,1328,234,107,1022
1475,1328,143,239,1022
1485,1355,141,229,1043
1486,1355,161,170,1043
1491,1355,229,75,1043
1493,1355,162,238,1043
1496,1355,141,162,1043
1502,1383,48,90,1064
1508,1383,237,151,1064
1513,1383,48,230,1064
1515,1383,75,141,1064
1522,1383,230,262,1064
1524,1409,142,143,1084
1528,1409,164,137,1084
1530,1409,239,48,1084
1532,1409,230,68,1084
1540,1409,68,230,1084
1549,1436,186,48,1105
1550,1436,48,238,1105
1552,1436,246,164,1105
1556,1436,142,161,1105
1569,1463,107,100,1126
1572,1463,238,24,1126
1573,1463,234,161,1126
1577,1463,164,48,1126
1583,1491,230,100,1147
1584,1491,107,239,1147
1586,1491,162,262,1147
1588,1491,170,75,1147
1589,1491,50,246,1147
1612,1518,263,75,1168
1615,1518,239,237,1168
1625,1518,90,246,1168
1627,1518,100,143,1168
1637,1545,75,140,1189
1645,1545,233,137,1189
1646,1545,161,229,1189
1648,1545,142,263,1189
1651,1545,75,238,1189
1664,1571,186,100,1209
1665,1571,238,142,1209
1667,1571,50,186,1209
1668,1571,230,164,1209
1669,1571,161,230,1209
1676,1599,142,43,1230
1682,1599,100,234,1230
1687,1599,234,233,1230
1693,1599,48,140,1230
1699,1599,141,233,1230
1710,1626,90,50,1251
1716,1626,236,237,1251
1719,1626,234,233,1251
1721,1626,234,50,1251
1723,1626,164,236,1251
1727,1653,230,48,1272
1733,1653,140,262,1272
1738,1653,164,234,1272
1744,1653,137,100,1272
1747,1653,48,170,1272
1756,1680,186,170,1293
1757,1680,68,141,1293
1766,1680,162,238,1293
1770,1680,137,170,1293
1775,1680,164,262,1293
1778,1708,164,230,1314
1787,1708,68,239,1314
1794,1708,107,48,1314
1798,1708,186,230,1314
1802,1708,186,236,1314
1805,1708,186,151,1314
1816,1734,186,90,1334
1827,1734,100,236,1334
1828,1734,234,236,1334
1835,1734,68,48,1334
1837,1734,236,75,1334
1849,1761,141,236,1355
1851,1761,186,234,1355
1854,1761,236,151,1355
1855,1761,68,164,1355
1860,1788,230,107,1376
1868,1788,170,162,1376
1870,1788,186,170,1376
1871,1788,230,68,1376
1876,1788,161,162,1376
1885,1816,236,75,1397
1887,1816,107,48,1397
1890,1816,186,48,1397
1899,1816,186,48,1397
1905,1816,239,151,1397
1918,1843,237,263,1418
1919,1843,43,100,1418
1927,1843,161,68,1418
1931,1843,68,164,1418
1934,1843,229,230,1418
1938,1870,234,140,1439
1943,1870,50,239,1439
1944,1870,164,100,1439
1949,1870,230,142,1439
1952,1870,164,141,1439
1965,1896,186,233,1459
1966,1896,162,170,1459
1974,1896,161,233,1459
1977,1896,230,263,1459
1978,1896,230,24,1459
1985,1924,239,142,1480
1987,1924,186,48,1480
1992,1924,90,68,1480
1998,1924,142,230,1480
2001,1951,107,234,1501
2004,1951,137,142,1501
2010,1951,161,238,1501
2013,1951,233,263,1501
2020,1951,142,48,1501
2024,1978,140,237,1522
2034,1978,230,48,1522
2037,1978,164,68,1522
2038,1978,164,234,1522
2039,1978,107,137,1522
2051,2005,162,90,1543
2053,2005,164,24,1543
2058,2005,50,68,1543
2060,2005,141,164,1543
2062,2005,48,100,1543
2075,2033,246,143,1564
2077,2033,230,50,1564
2081,2033,48,236,1564
2086,2033,162,238,1564
2087,2033,48,161,1564
2097,2059,164,230,1584
2105,2059,100,233,1584
2108,2059,68,186,1584
2110,2059,162,170,1584
2114,2059,229,239,1584
2120,2086,48,246,1605
2122,2086,237,230,1605
2129,2086,234,48,1605
2130,2086,233,262,1605
2139,2113,141,233,1626
2141,2113,161,164,1626
2143,2113,68,229,1626
2152,2113,234,50,1626
2155,2141,230,48,1647
2156,2141,142,48,1647
2168,2141,246,237,1647
2171,2141,170,239,1647
2179,2168,237,239,1668
2180,2168,230,170,1668
2181,2168,143,48,1668
2188,2168,263,224,1668
2192,2168,229,161,1668
2200,2195,162,170,1689
2202,2195,230,161,1689
2204,2195,170,230,1689
2207,2195,48,162,1689
2225,2221,142,238,1709
2227,2221,107,186,1709
2231,2221,164,224,1709
2233,2221,237,162,1709
2234,2221,263,24,1709
2248,2249,230,48,1730
2250,2249,90,186,1730
2251,2249,68,234,1730
2255,2249,186,161,1730
2264,2276,43,263,1751
2266,2276,233,229,1751
2267,2276,230,263,1751
2270,2276,107,48,1751
2272,2303,90,140,1772
2277,2303,75,170,1772
2281,2303,186,68,1772
2284,2303,48,107,1772
2296,2330,48,186,1793
2299,2330,48,237,1793
2300,2330,68,230,1793
2308,2358,90,161,1814
2311,2358,161,230,1814
2317,2358,230,140,1814
2319,2358,68,50,1814
2325,2384,246,230,1834
2329,2384,234,90,1834
2333,2384,186,230,1834
2337,2384,237,140,1834
2344,2384,186,263,1834
2350,2411,234,142,1855
2352,2411,161,263,1855
2357,2411,161,229,1855
2362,2411,230,48,1855
2365,2438,236,170,1876
2366,2438,234,263,1876
2368,2438,230,68,1876
2376,2466,142,48,1897
2379,2466,24,151,1897
2383,2466,234,90,1897
2384,2466,162,48,1897
2391,2493,186,137,1918
2396,2493,48,238,1918
2401,2493,48,230,1918
2406,2493,161,233,1918
2411,2520,230,68,1939
2415,2520,100,48,1939
2417,2520,230,239,1939
2424,2520,48,246,1939
2430,2546,234,162,1959
2432,2546,68,186,1959
2438,2546,234,48,1959
2441,2546,186,230,1959
2443,2546,162,75,1959
2447,2574,164,170,1980
2450,2574,48,161,1980
2458,2574,107,164,1980
2460,2601,100,233,2001
2463,2601,230,48,2001
2466,2601,230,90,2001
2472,2601,234,161,2001
2479,2628,230,142,2022
2483,2628,100,233,2022
2485,2628,229,50,2022
2488,2628,239,48,2022
2491,2628,234,239,2022
2498,2655,237,263,2043
2500,2655,230,239,2043
2502,2655,161,233,2043
2506,2655,162,161,2043
2514,2683,151,143,2064
2516,2683,100,48,2064
2524,2683,100,239,2064
2526,2709,137,233,2084
2534,2709,230,186,2084
2535,2709,100,239,2084
2538,2709,161,48,2084
2542,2736,263,24,2105
2544,2736,224,100,2105
2547,2736,161,233,2105
2548,2763,48,24,2126
2552,2763,161,186,2126
2555,2763,186,140,2126
2558,2791,107,234,2147
2567,2791,239,48,2147
2571,2791,161,230,2147
2572,2791,234,224,2147
2580,2818,90,230,2168
2581,2818,48,229,2168
2588,2818,142,229,2168
2591,2818,161,170,2168
2597,2845,230,137,2189
2600,2845,68,143,2189
2601,2845,90,43,2189
2605,2871,246,48,2209
2609,2871,164,50,2209
2620,2871,90,48,2209
2622,2871,142,239,2209
2624,2899,164,161,2230
2634,2899,100,262,2230
2635,2899,161,233,2230
2639,2899,164,229,2230
2646,2926,140,263,2251
2648,2926,68,162,2251
2651,2926,161,68,2251
2653,2953,229,141,2272
2656,2953,162,141,2272
2659,2953,230,100,2272
2662,2953,48,140,2272
2665,2980,234,229,2293
2669,2980,43,238,2293
2671,2980,237,141,2293
2677,3008,229,233,2314
2678,3008,142,234,2314
2679,3008,230,263,2314
2684,3034,161,75,2334
2690,3034,162,164,2334
2696,3034,68,170,2334
2699,3034,100,50,2334
2700,3061,43,229,2355
2706,3061,234,48,2355
2708,3061,237,236,2355
2710,3088,170,48,2376
2716,3088,263,141,2376
2720,3088,90,48,2376
2723,3116,186,100,2397
2725,3116,43,263,2397
2728,3116,107,100,2397
2730,3143,162,137,2418
2734,3143,234,233,2418
2735,3143,229,233,2418
2746,3169,107,100,2438
2749,3169,162,50,2438
2751,3169,48,186,2438
2753,3169,230,141,2438
2757,3196,229,48,2459
2760,3224,161,230,2480
2761,3224,164,230,2480
2762,3224,48,238,2480
2769,3224,100,137,2480
2776,3251,142,75,2501
2782,3251,233,237,2501
2785,3251,48,234,2501
2791,3251,161,141,2501
2792,3278,238,43,2522
2793,3278,161,237,2522
2800,3278,75,263,2522
2806,3305,170,224,2543
2807,3305,229,233,2543
2808,3305,151,161,2543
2813,3333,68,262,2564
2814,3333,186,238,2564
2815,3333,50,238,2564
2830,3359,162,48,2584
2832,3359,234,107,2584
2833,3359,170,141,2584
2834,3359,142,68,2584
2837,3386,239,48,2605
2839,3386,238,151,2605
2844,3386,100,143,2605
2849,3386,90,246,2605
2855,3413,234,170,2626
2859,3413,161,170,2626
2861,3413,68,137,2626
2864,3441,230,141,2647
2866,3441,161,234,2647
2867,3441,68,48,2647
2875,3468,230,141,2668
2876,3468,233,229,2668
2878,3468,142,151,2668
2883,3495,186,161,2689
2885,3495,234,236,2689
2887,3495,230,75,2689
2891,3495,100,236,2689
2900,3521,239,230,2709
2902,3521,230,186,2709
2905,3521,230,90,2709
2911,3521,161,234,2709
2932,3549,164,48,2730
2935,3549,230,162,2730
2936,3549,90,164,2730
2938,3549,234,170,2730
2939,3549,164,68,2730
2944,3576,137,75,2751
2947,3576,239,236,2751
2952,3576,48,142,2751
2957,3576,234,164,2751
2965,3603,162,238,2772
2966,3603,230,142,2772
2967,3603,164,239,2772
2975,3630,161,238,2793
2978,3630,230,142,2793
2979,3630,90,140,2793
2980,3630,48,142,2793
2984,3658,263,75,2814
2989,3658,162,170,2814
2991,3658,68,230,2814
2993,3684,141,162,2834
2995,3684,234,224,2834
3003,3684,170,141,2834
3004,3711,161,230,2855
3006,3711,90,186,2855
3008,3738,100,186,2876
3010,3738,239,48,2876
3013,3738,90,170,2876
3018,3738,100,186,2876
3023,3766,239,236,2897
3024,3766,233,75,2897
3027,3793,230,48,2918
3038,3793,90,170,2918
3040,3793,162,75,2918
3042,3793,234,48,2918
3044,3820,161,234,2939
3047,3820,100,239,2939
3049,3846,142,107,2959
3050,3846,162,75,2959
3051,3846,90,140,2959
3056,3846,162,68,2959
3065,3874,162,263,2980
3067,3874,48,237,2980
3068,3874,161,263,2980
3073,3901,236,48,3001
3074,3901,263,48,3001
3080,3901,161,234,3001
3084,3928,164,140,3022
3085,3928,48,246,3022
3087,3928,141,263,3022
3096,3955,100,48,3043
3099,3955,229,237,3043
3100,3955,161,48,3043
3101,3983,162,233,3064
3104,3983,48,186,3064
3108,4009,237,236,3084
3112,4009,162,164,3084
3117,4009,143,50,3084
3120,4036,237,162,3105
3122,4036,68,239,3105
3125,4036,230,143,3105
3126,4063,48,68,3126
3128,4063,48,164,3126
3131,4063,239,238,3126
3136,4091,141,48,3147
3140,4091,68,186,3147
3141,4091,164,48,3147
3144,4118,151,140,3168
3148,4118,234,246,3168
3153,4118,170,186,3168
3155,4118,186,162,3168
3159,4145,48,229,3189
3161,4145,141,237,3189
3164,4171,234,137,3209
3168,4171,161,43,3209
3169,4199,234,230,3230
3170,4199,229,236,3230
3172,4199,141,170,3230
3182,4226,239,143,3251
3183,4226,90,170,3251
3185,4226,107,224,3251
3188,4253,233,137,3272
3191,4253,162,170,3272
3195,4280,230,238,3293
3196,4280,161,229,3293
3201,4280,68,90,3293
3204,4280,68,48,3293
3205,4308,50,229,3314
3209,4308,90,239,3314
3211,4308,50,238,3314
3216,4334,239,75,3334
3217,4334,236,75,3334
3218,4334,236,238,3334
3226,4361,162,234,3355
3229,4361,100,162,3355
3232,4361,170,229,3355
3233,4388,50,140,3376
3235,4388,230,161,3376
3237,4416,233,75,3397
3239,4416,68,142,3397
3241,4443,170,233,3418
3243,4443,137,170,3418
3244,4443,186,100,3418
3249,4470,141,100,3439
3252,4470,68,230,3439
3255,4470,162,164,3439
3259,4496,100,230,3459
3260,4496,246,238,3459
3262,4524,48,186,3480
3264,4524,230,50,3480
3266,4524,143,151,3480
3269,4551,164,107,3501
3270,4551,50,48,3501
3275,4551,68,137,3501
3278,4578,68,50,3522
3279,4578,186,107,3522
3280,4578,186,263,3522
3284,4605,229,224,3543
3287,4605,246,75,3543
3293,4605,164,107,3543
3296,4633,237,162,3564
3298,4633,186,170,3564
3300,4633,233,140,3564
3304,4659,236,229,3584
3305,4659,68,234,3584
3312,4686,186,48,3605
3313,4686,230,100,3605
3314,4686,68,234,3605
3317,4713,186,161,3626
3321,4713,230,238,3626
3322,4713,100,137,3626
3325,4741,233,164,3647
3327,4741,162,48,3647
3328,4768,100,234,3668
3332,4768,164,161,3668
3333,4768,50,48,3668
3335,4795,90,162,3689
3341,4795,186,236,3689
3343,4795,164,230,3689
3346,4821,100,170,3709
3352,4821,100,239,3709
3353,4821,90,230,3709
3355,4849,164,141,3730
3358,4849,230,50,3730
3360,4849,230,162,3730
3362,4876,230,162,3751
3363,4876,161,137,3751
3368,4876,186,50,3751
3370,4903,48,68,3772
3371,4903,229,234,3772
3372,4903,263,140,3772
3377,4930,234,137,3793
3378,4930,230,107,3793
3379,4930,237,229,3793
3385,4958,170,68,3814
3387,4958,164,161,3814
3389,4958,238,50,3814
3393,4984,137,107,3834
3395,4984,68,186,3834
3396,4984,162,48,3834
3401,5011,161,234,3855
3404,5038,234,170,3876
3405,5038,246,48,3876
3408,5066,263,142,3897
3409,5066,234,48,3897
3410,5066,186,161,3897
3414,5093,140,162,3918
3417,5093,162,239,3918
3420,5093,164,137,3918
3427,5120,230,233,3939
3428,5120,48,239,3939
3431,5120,230,186,3939
3435,5146,236,141,3959
3437,5146,236,161,3959
3442,5174,137,162,3980
3444,5174,162,100,3980
3445,5201,246,186,4001
3447,5201,90,233,4001
3451,5228,140,162,4022
3453,5228,186,161,4022
3456,5255,162,151,4043
3457,5255,48,238,4043
3458,5283,68,24,4064
3459,5283,137,107,4064
3460,5283,48,43,4064
3469,5309,48,140,4084
3470,5309,230,107,4084
3474,5336,170,140,4105
3476,5336,229,137,4105
3477,5363,161,107,4126
3478,5363,48,151,4126
3482,5391,68,186,4147
3484,5391,90,100,4147
3487,5418,230,151,4168
3488,5418,246,233,4168
3492,5445,161,246,4189
3494,5445,230,233,4189
3497,5471,48,50,4209
3500,5471,161,230,4209
3501,5471,48,142,4209
3503,5499,141,140,4230
3504,5499,68,50,4230
3509,5526,170,186,4251
3510,5526,164,170,4251
3513,5526,141,75,4251
3515,5553,229,75,4272
3516,5553,68,186,4272
3520,5580,229,237,4293
3523,5580,48,234,4293
3524,5580,48,230,4293
3527,5606,237,140,4313
3528,5606,142,239,4313
3532,5606,230,75,4313
3534,5634,164,162,4334
3538,5634,90,186,4334
3541,5634,230,48,4334
3544,5661,164,230,4355
3545,5661,229,186,4355
3549,5661,230,107,4355
3555,5688,90,50,4376
3557,5688,142,151,4376
3558,5716,164,48,4397
3560,5716,161,137,4397
3561,5743,164,68,4418
3563,5743,237,143,4418
3565,5770,142,239,4439
3566,5770,48,230,4439
3571,5796,263,141,4459
3572,5796,229,230,4459
3578,5824,161,170,4480
3579,5824,48,230,4480
3581,5851,262,161,4501
3584,5851,162,50,4501
3589,5878,68,50,4522
3590,5878,48,239,4522
3594,5905,137,229,4543
3595,5905,68,234,4543
3596,5933,161,236,4564
3597,5933,161,239,4564
3600,5959,230,229,4584
3601,5959,48,100,4584
3602,5986,230,137,4605
3605,6013,164,68,4626
3607,6013,100,186,4626
3611,6013,48,68,4626
3612,6041,230,90,4647
3616,6041,75,236,4647
3618,6068,233,229,4668
3619,6068,246,186,4668
3621,6068,237,263,4668
3625,6095,68,230,4689
3627,6121,161,137,4709
3631,6121,186,50,4709
3632,6121,90,224,4709
3636,6149,229,186,4730
3637,6149,230,142,4730
3641,6176,48,230,4751
3642,6176,164,68,4751
3645,6176,186,162,4751
3650,6203,107,100,4772
3652,6203,161,141,4772
3653,6230,90,238,4793
3654,6230,68,246,4793
3658,6258,162,137,4814
3661,6258,141,186,4814
3663,6258,170,75,4814
3664,6284,164,262,4834
3666,6284,68,230,4834
3669,6311,246,230,4855
3670,6311,90,50,4855
3673,6311,100,48,4855
3674,6338,162,48,4876
3677,6338,237,140,4876
3679,6366,50,230,4897
3681,6393,186,246,4918
3683,6393,162,137,4918
3684,6420,161,230,4939
3685,6420,186,234,4939
3686,6420,140,141,4939
3691,6474,107,75,4980
3694,6474,68,164,4980
3695,6501,75,230,5001
3696,6501,48,68,5001
3701,6528,164,100,5022
3702,6555,230,233,5043
3704,6555,237,143,5043
3707,6555,230,239,5043
3711,6583,43,262,5064
3713,6583,143,239,5064
3716,6609,107,143,5084
3719,6609,239,142,5084
3721,6636,230,246,5105
3723,6636,107,230,5105
3726,6663,107,100,5126
3727,6663,48,186,5126
3728,6691,236,237,5147
3730,6691,164,234,5147
3733,6718,100,48,5168
3735,6718,107,234,5168
3738,6745,48,140,5189
3739,6745,229,140,5189
3741,6771,164,141,5209
3745,6771,48,164,5209
3746,6799,230,137,5230
3747,6799,48,68,5230
3752,6826,263,75,5251
3753,6826,75,68,5251
3755,6853,161,164,5272
3757,6853,107,230,5272
3759,6880,164,100,5293
3760,6880,48,224,5293
3764,6880,238,24,5293
3767,6908,68,48,5314
3768,6908,230,100,5314
3775,6934,229,186,5334
3776,6934,141,50,5334
3777,6934,170,100,5334
3780,6961,230,234,5355
3783,6961,142,186,5355
3785,6988,164,75,5376
3786,6988,162,236,5376
3795,7016,164,162,5397
3796,7016,141,107,5397
3798,7016,68,246,5397
3801,7043,161,143,5418
3804,7043,48,238,5418
3805,7043,170,186,5418
3809,7070,100,161,5439
3812,7070,230,239,5439
3813,7070,236,238,5439
3817,7096,233,90,5459
3818,7096,164,68,5459
3820,7124,48,246,5480
3821,7124,151,230,5480
3825,7124,68,107,5480
3828,7151,48,143,5501
3830,7151,186,234,5501
3834,7178,164,161,5522
3838,7178,230,24,5522
3839,7178,170,107,5522
3842,7205,48,239,5543
3844,7205,170,68,5543
3850,7233,161,162,5564
3852,7233,238,48,5564
3854,7233,137,263,5564
3855,7259,263,162,5584
3856,7259,262,236,5584
3861,7259,24,238,5584
3863,7286,170,233,5605
3865,7313,230,75,5626
3868,7313,263,141,5626
3875,7341,68,162,5647
3876,7341,50,48,5647
3877,7341,48,161,5647
3878,7368,142,151,5668
3879,7368,164,68,5668
3882,7368,234,48,5668
3886,7395,237,162,5689
3889,7395,143,263,5689
3891,7421,263,236,5709
3892,7421,48,100,5709
3895,7449,48,162,5730
3898,7449,48,246,5730
3902,7476,230,237,5751
3903,7476,237,161,5751
3904,7503,246,161,5772
3906,7503,236,237,5772
3907,7558,141,230,5814
3912,7558,239,48,5814
3913,7558,229,233,5814
3914,7584,161,263,5834
3915,7584,141,68,5834
3918,7611,229,161,5855
3919,7611,100,161,5855
3923,7638,48,161,5876
3926,7638,142,162,5876
3929,7638,48,161,5876
3930,7666,100,75,5897
3934,7666,238,151,5897
3935,7693,263,151,5918
3938,7693,239,161,5918
3941,7720,161,263,5939
3943,7720,238,164,5939
3944,7746,48,186,5959
3948,7746,234,161,5959
3949,7774,164,48,5980
3950,7774,234,90,5980
3956,7774,141,239,5980
3957,7801,161,263,6001
3958,7801,170,162,6001
3959,7801,234,238,6001
3964,7828,162,186,6022
3966,7828,229,246,6022
3967,7855,170,141,6043
3971,7855,48,186,6043
3973,7855,137,186,6043
3975,7883,236,142,6064
3977,7883,164,161,6064
3981,7909,263,186,6084
3982,7909,142,238,6084
3984,7936,68,48,6105
3985,7936,107,90,6105
3990,7936,237,233,6105
3991,7963,238,161,6126
3995,7963,239,230,6126
3996,7963,186,50,6126
3998,7991,140,142,6147
4001,7991,48,141,6147
4002,7991,107,234,6147
4006,8018,186,234,6168
4009,8018,162,48,6168
4013,8044,162,141,6188
4015,8044,186,142,6188
4016,8044,75,238,6188
4020,8071,100,170,6209
4021,8071,237,236,6209
4029,8071,186,161,6209
4030,8071,43,142,6209
4032,8099,68,246,6230
4034,8099,237,75,6230
4037,8126,186,246,6251
4040,8126,230,229,6251
4044,8126,186,230,6251
4047,8153,100,75,6272
4052,8153,186,234,6272
4053,8153,234,161,6272
4059,8180,142,186,6293
4061,8180,164,161,6293
4065,8180,100,161,6293
4068,8208,239,142,6314
4073,8208,43,237,6314
4075,8208,137,170,6314
4077,8234,186,170,6334
4081,8234,239,161,6334
4082,8261,142,224,6355
4084,8261,239,263,6355
4088,8288,237,140,6376
4094,8316,164,100,6397
4095,8316,234,142,6397
4098,8316,263,75,6397
4100,8343,230,141,6418
4103,8343,48,161,6418
4104,8343,161,162,6418
4107,8370,48,238,6439
4111,8370,239,161,6439
4113,8370,107,140,6439
4118,8396,48,170,6459
4119,8396,237,161,6459
4121,8396,236,107,6459
4122,8424,238,142,6480
4129,8424,230,234,6480
4130,8424,107,162,6480
4133,8451,161,233,6501
4134,8451,141,162,6501
4136,8451,48,229,6501
4140,8478,229,170,6522
4143,8478,233,186,6522
4144,8478,186,50,6522
4152,8505,107,162,6543
4158,8505,236,142,6543
4159,8505,263,170,6543
4163,8533,90,234,6564
4165,8533,48,161,6564
4166,8559,229,161,6584
4168,8559,90,140,6584
4172,8559,236,161,6584
4175,8586,234,107,6605
4177,8586,263,161,6605
4180,8586,238,143,6605
4187,8613,141,230,6626
4189,8613,239,142,6626
4191,8613,230,186,6626
4195,8641,238,161,6647
4196,8641,170,186,6647
4200,8641,246,161,6647
4205,8668,48,161,6668
4206,8668,170,50,6668
4211,8695,237,186,6689
4214,8695,229,233,6689
4217,8695,164,48,6689
4220,8695,48,141,6689
4226,8721,161,90,6709
4231,8721,100,230,6709
4232,8721,263,234,6709
4238,8749,48,142,6730
4241,8749,100,162,6730
4243,8749,229,141,6730
4247,8776,246,186,6751
4248,8776,48,90,6751
4252,8776,170,233,6751
4257,8776,48,90,6751
4261,8803,239,237,6772
4267,8803,170,100,6772
4270,8803,90,161,6772
4273,8830,68,140,6793
4278,8830,262,233,6793
4283,8858,236,186,6814
4287,8858,48,68,6814
4290,8858,48,170,6814
4294,8884,100,234,6834
4299,8884,186,164,6834
4301,8884,68,170,6834
4302,8884,100,239,6834
4313,8911,263,246,6855
4315,8911,237,142,6855
4316,8911,263,140,6855
4319,8938,186,230,6876
4323,8938,100,162,6876
4325,8938,107,141,6876
4328,8938,162,230,6876
4336,8966,262,140,6897
4340,8966,229,137,6897
4344,8966,107,162,6897
4345,8993,164,246,6918
4346,8993,170,137,6918
4354,8993,234,230,6918
4356,9020,186,161,6939
4357,9020,68,234,6939
4364,9020,230,50,6939
4371,9020,263,238,6939
4373,9020,238,237,6939
4380,9046,107,246,6959
4384,9046,143,236,6959
4387,9046,186,170,6959
4388,9046,140,262,6959
4397,9046,100,161,6959
4404,9074,143,141,6980
4407,9074,48,161,6980
4411,9074,263,141,6980
4417,9074,170,230,6980
4421,9101,262,140,7001
